changeType,show,season,episode,title,field,old,new,traktSlug
traktFirstAired_changed,Homicide: Life on the Street,7,1,La Famiglia,traktFirstAired,,1998-09-26T02:00:00.000Z,homicide-life-on-the-street
traktSlug_changed,Homicide: Life on the Street,7,2,Brotherly Love,traktSlug,,homicide-life-on-the-street,homicide-life-on-the-street
traktIds_changed,Homicide: Life on the Street,7,2,Brotherly Love,traktIds,,"{'imdb': 'tt0604350', 'plex': {'guid': '5d9c0fa9cb3ffa001f1cf0b2'}, 'tmdb': 311213, 'tvdb': 19698, 'trakt': 320079}",homicide-life-on-the-street
overview_changed,Homicide: Life on the Street,7,2,Brotherly Love,overview,,"Sheppard and Lewis investigate the death of a man who has a twin brother. Gharty talks about wanting to live his life; he and Ballard go to the hospital to investigate the death of a teenager. Bayliss has interest in Sheppard; later he seeks advice from Stivers, who tells him to get in line behind Lewis and Falsone. Lewis and Sheppard interview the remaining twin and his mother; she confirms his story and they try to point to the dead twin's girlfriend. Meanwhile the friend of the teenage victim in Ballard and Gharty's case confesses that his friend wasn't shot in Baltimore, but rather D.C.; he drove his friend back to Baltimore so their parent's wouldn't """"kill them"""" for buying drugs in D.C. Gee hopes to get the case moved to D.C. Mike Giardello puts in for his FBI transfer, but the only openings they have in the area are for liaisons to local police departments. He interviews with Gaffney, who is so open to the idea, he can't wait to tell Gee. That's something Mike was going to wait f",homicide-life-on-the-street
traktFirstAired_changed,Homicide: Life on the Street,7,2,Brotherly Love,traktFirstAired,,1998-10-17T02:00:00.000Z,homicide-life-on-the-street
traktSlug_changed,Homicide: Life on the Street,7,3,Just an Old Fashioned Love Song,traktSlug,,homicide-life-on-the-street,homicide-life-on-the-street
traktIds_changed,Homicide: Life on the Street,7,3,Just an Old Fashioned Love Song,traktIds,,"{'imdb': 'tt0604385', 'plex': {'guid': '5d9c0faa4eefaa001f623e74'}, 'tmdb': 311214, 'tvdb': 19699, 'trakt': 320080}",homicide-life-on-the-street
overview_changed,Homicide: Life on the Street,7,3,Just an Old Fashioned Love Song,overview,,"MGee (Mike Giardello) and Ballard investigate a double shooting at the home of a prominent sports doctor and his wife, a dermatologist. The doctor (who was wounded) did not realize the deceased (thought to be a prowler) was his sister-in-law. Munch contends with the IRS; his Waterfront partners want him to make sure that his cousin, their accountant, has been paying their taxes. The Waterfront needs a loan to pay for some improvements. Gharty has taken the day off, to take care of personal matters, like his recent separation from Flora. Munch has his hearing with the IRS; he owes $30,000 in back taxes. Bayliss and Sheppard discuss his sexuality and the possibility of a date. Falsone takes MGee and Ballard to meet an old fight man who knew their doctor. Ballard becomes excited while watching Falsone spar in the ring. MGee and Ballard's investigation lead them right back to the doctor's house, where his wife may be guilty of conspiracy to commit homicide. Gharty stops by the Waterfront t",homicide-life-on-the-street
traktFirstAired_changed,Homicide: Life on the Street,7,3,Just an Old Fashioned Love Song,traktFirstAired,,1998-10-24T02:00:00.000Z,homicide-life-on-the-street
traktSlug_changed,Homicide: Life on the Street,7,4,The Twenty Percent Solution,traktSlug,,homicide-life-on-the-street,homicide-life-on-the-street
traktIds_changed,Homicide: Life on the Street,7,4,The Twenty Percent Solution,traktIds,,"{'imdb': 'tt0604437', 'plex': {'guid': '5d9c0fa9ec357c001f9c6277'}, 'tmdb': 311215, 'tvdb': 19700, 'trakt': 320081}",homicide-life-on-the-street
overview_changed,Homicide: Life on the Street,7,4,The Twenty Percent Solution,overview,,"A woman brings to the homicide unit her mystery-writer husband's videotaped declaration that his literary agent is responsible for his murder. Ballard and Gharty catch the case -- only there is no body or crime scene. Meanwhile, Munch and Bayliss investigate the death of an elderly woman that occurred during a break-in -- was it a homicide? Munch would rather leave for his weekend rendezvous with Billie Lou. Ballard and Gharty's investigation becomes a red-ball as they find evidence in the writer's office that a crime was committed. A break leads to the arrest of the literary agent and his accomplice, although Danvers can't guarantee a conviction. Falsone asks Ballard if she would like to go out Saturday night; just then the jury comes back. And a sharp-eyed juror insures that justice is done.",homicide-life-on-the-street
traktFirstAired_changed,Homicide: Life on the Street,7,4,The Twenty Percent Solution,traktFirstAired,,1998-10-31T03:00:00.000Z,homicide-life-on-the-street
traktSlug_changed,Homicide: Life on the Street,7,5,"Red, Red Wine",traktSlug,,homicide-life-on-the-street,homicide-life-on-the-street
traktIds_changed,Homicide: Life on the Street,7,5,"Red, Red Wine",traktIds,,"{'imdb': 'tt0604405', 'plex': {'guid': '5d9c0fa9ec357c001f9c627a'}, 'tmdb': 311216, 'tvdb': 19701, 'trakt': 320082}",homicide-life-on-the-street
overview_changed,Homicide: Life on the Street,7,5,"Red, Red Wine",overview,,"Ballard is annoyed when she finds out that the fact that she had a date with Falsone is around the squad room. Munch has a doctor's appointment and he's not talking about it. Dr. Griscom calls on the homicide unit when he sees a number of deaths that are related by a poison named phosphozine. The FBI steps in on the poisonings and they put MGee in charge of a task force; they consider it an act of domestic terrorism. One of the victims was a priest; two others were his parishioners. Gharty suspects the communion wine. Following this idea, wine bottles are collected from churches around the city. A needle hole is found through one of the corks. A citywide canvassing of all places where wine can be purchased is launched. Gee disagrees with the bureau's policy of keep information from the public. One possible suspect is captured; however, strange as he is, he's not the one. Through an internal leak, the media is alerted and warns the public, sparking chaos. MGee suspects the source of the",homicide-life-on-the-street
traktFirstAired_changed,Homicide: Life on the Street,7,5,"Red, Red Wine",traktFirstAired,,1998-11-07T03:00:00.000Z,homicide-life-on-the-street
title_changed,Homicide: Life on the Street,7,6,Wanted Dead or Alive (1),title,"Wanted Dead or Alive, Part 1",Wanted Dead or Alive (1),homicide-life-on-the-street
traktSlug_changed,Homicide: Life on the Street,7,6,Wanted Dead or Alive (1),traktSlug,,homicide-life-on-the-street,homicide-life-on-the-street
traktIds_changed,Homicide: Life on the Street,7,6,Wanted Dead or Alive (1),traktIds,,"{'imdb': 'tt0604444', 'plex': {'guid': '5d9c0fa9ec357c001f9c6274'}, 'tmdb': 311217, 'tvdb': 19702, 'trakt': 320083}",homicide-life-on-the-street
overview_changed,Homicide: Life on the Street,7,6,Wanted Dead or Alive (1),overview,,"Bounty hunters shoot, killing the wrong man, as they enter a building where their fugitive---a man named Joe Errico---has shot at them (and subsequently gotten away). Gharty has vague memories of a drinking binge from the night before. Falsone and Stivers catch the bounty-hunter case. Sheppard, during her days with the fugitive squad, had dealings with the head bounty hunter. Gaffney stops Gee and MGee on their way in, Baltimore magazine wants to do a father and son piece, using the wine case as a focal point. Gee is not interested, especially about the use of the wine case. Gharty struggles as he tries to reconstruct the events of the night before. Munch is bothered by Gharty's stories of Vietnam and each grows to dislike the other - perhaps some competitiveness over Billie Lou is beginning to brew here. Bounty hunter P.J. Johnson, who was identified as the triggerman, is charged and placed in one of the holding cells, near some of his previously captured quarry. Within an hour his ba",homicide-life-on-the-street
traktFirstAired_changed,Homicide: Life on the Street,7,6,Wanted Dead or Alive (1),traktFirstAired,,1998-11-14T03:00:00.000Z,homicide-life-on-the-street
title_changed,Homicide: Life on the Street,7,7,Wanted Dead or Alive (2),title,"Wanted Dead or Alive, Part 2",Wanted Dead or Alive (2),homicide-life-on-the-street
traktSlug_changed,Homicide: Life on the Street,7,7,Wanted Dead or Alive (2),traktSlug,,homicide-life-on-the-street,homicide-life-on-the-street
traktIds_changed,Homicide: Life on the Street,7,7,Wanted Dead or Alive (2),traktIds,,"{'imdb': 'tt0604445', 'plex': {'guid': '5d9c0fa9ec357c001f9c627d'}, 'tmdb': 311218, 'tvdb': 19703, 'trakt': 320084}",homicide-life-on-the-street
overview_changed,Homicide: Life on the Street,7,7,Wanted Dead or Alive (2),overview,,"Lewis is transported to the hospital, as is the passenger of the car that MGee hit. Gharty is worked up about women and finances, because he and Flora and their lawyers are going to be working out the financial details of their divorce. Gee & MGee are not interested in cooperating with the bounty hunters; however, Knoll is the only one who can get any information on the whereabouts of Errico from Errico's mother. She has promised to page Knoll when her son calls. (Joe Errico has gone south to Miami.) Knoll offers to pay the expenses of having homicide detectives go to Miami and work with him, but Gee declines that generous offer and sends his detectives separately. In Miami, Bayliss and MGee work with Knoll to capture Errico. Knoll offers to split the huge bounty with the homicide detectives, which they of course refuse. MGee decides that the best use for the bounty might be for the man whose wife had died from the injuries she sustained in the car accident.",homicide-life-on-the-street
traktFirstAired_changed,Homicide: Life on the Street,7,7,Wanted Dead or Alive (2),traktFirstAired,,1998-11-21T03:00:00.000Z,homicide-life-on-the-street
title_changed,Homicide: Life on the Street,7,8,"Kellerman, P.I. (1)",title,"Kellerman, P.I., Part 1","Kellerman, P.I. (1)",homicide-life-on-the-street
traktSlug_changed,Homicide: Life on the Street,7,8,"Kellerman, P.I. (1)",traktSlug,,homicide-life-on-the-street,homicide-life-on-the-street
traktIds_changed,Homicide: Life on the Street,7,8,"Kellerman, P.I. (1)",traktIds,,"{'imdb': 'tt0604389', 'plex': {'guid': '5d9c0fa9ec357c001f9c6271'}, 'tmdb': 311219, 'tvdb': 19704, 'trakt': 320085}",homicide-life-on-the-street
overview_changed,Homicide: Life on the Street,7,8,"Kellerman, P.I. (1)",overview,,"Mike Kellerman's new vocation is private investigation, where the majority of the work involves catching cheating spouses. Falsone and Stivers catch a case where a newborn baby's body is found buried behind a motel. A young couple had checked into the room where the baby was delivered. The room was paid for using the girl's credit card. When they locate the girl (Debbie at home with her parents), she collapses and is brought to the hospital. The boy, Craig, is also located. Both say that the baby was stillborn; however, the autopsy reveals that the baby took a breath after it was born, so the death is ruled a homicide. Falsone notes that of the two, only the boy Craig seems to show any compassion for the baby. Kellerman meets Sheppard for a beer and tries to ask her about Falsone's baby case, later he asks around the squad room. Kellerman is hired to conduct his own investigation by the girl's defense team. Gee demands that Falsone and Stivers find convicting evidence before Kellerman",homicide-life-on-the-street
traktFirstAired_changed,Homicide: Life on the Street,7,8,"Kellerman, P.I. (1)",traktFirstAired,,1998-12-05T03:00:00.000Z,homicide-life-on-the-street
title_changed,Homicide: Life on the Street,7,9,"Kellerman, P.I. (2)",title,"Kellerman, P.I., Part 2","Kellerman, P.I. (2)",homicide-life-on-the-street
traktSlug_changed,Homicide: Life on the Street,7,9,"Kellerman, P.I. (2)",traktSlug,,homicide-life-on-the-street,homicide-life-on-the-street
traktIds_changed,Homicide: Life on the Street,7,9,"Kellerman, P.I. (2)",traktIds,,"{'imdb': 'tt0604390', 'plex': {'guid': '5d9c0fa9ec357c001f9c626e'}, 'tmdb': 311220, 'tvdb': 19705, 'trakt': 320086}",homicide-life-on-the-street
overview_changed,Homicide: Life on the Street,7,9,"Kellerman, P.I. (2)",overview,,"Debbie Straub signs the plea agreement, pointing to Craig as the killer of the baby. Falsone wants more time to work on the case. Danvers reminds Kellerman there was a time when the truth mattered more than his paycheck. Gharty goes off when Sheppard and MGee ask to many questions about Kellerman's leaving of the homicide unit. Kellerman appears to begin doing the right thing, but doesn't pass anything on to anyone who might be able to do anything with it. Craig believes that Debbie isn't going to let him down and he has no plans to testify on his own behalf. Ballard searches for a dinner date when Falsone leaves a message he won't be joining her. When she sees him in the Waterfront later, she lets him know how she feels about his method of communication. The case goes to trial, Debbie testifies that Craig killed the baby; with no evidence to the contrary, the jury finds Craig guilty. Falsone talks with Craig about what really happened; however, it is all to no avail as the following m",homicide-life-on-the-street
traktFirstAired_changed,Homicide: Life on the Street,7,9,"Kellerman, P.I. (2)",traktFirstAired,,1998-12-12T03:00:00.000Z,homicide-life-on-the-street
traktSlug_changed,Homicide: Life on the Street,7,10,Shades of Gray,traktSlug,,homicide-life-on-the-street,homicide-life-on-the-street
traktIds_changed,Homicide: Life on the Street,7,10,Shades of Gray,traktIds,,"{'imdb': 'tt0604412', 'plex': {'guid': '5d9c0fa92192ba001f3600cf'}, 'tmdb': 311221, 'tvdb': 19706, 'trakt': 320087}",homicide-life-on-the-street
overview_changed,Homicide: Life on the Street,7,10,Shades of Gray,overview,,"A white bus driver striking a black female pedestrian sparks a riot. The driver is killed, and some distance away from the riot another body is found. MGee and Gharty look into the death of the driver while Lewis and Sheppard look into death of the other body. Lewis finds a clue at the scene, a button (later discovered to be missing from a police uniform). Gharty and MGee actively debate whether race was the motivation for the driver's beating death; MGee suspects the incident wasn't racially motivated. The bus riders are interviewed to find out what they know. Lewis and Sheppard approach a house looking for their witness (without backup). For her trouble Sheppard keeps hold of her suspect, but loses her gun and is severely beaten. Ballard is recalled from her hiking vacation. Lewis lays down the law for the residents of """"Little Jamaica""""; he wants Sheppard's gun returned tonight. The witness Sheppard caught identifies Hellriegel as the murderer, and the men who beat the driver to death",homicide-life-on-the-street
traktFirstAired_changed,Homicide: Life on the Street,7,10,Shades of Gray,traktFirstAired,,1999-01-09T03:00:00.000Z,homicide-life-on-the-street
traktSlug_changed,Homicide: Life on the Street,7,11,Bones of Contention,traktSlug,,homicide-life-on-the-street,homicide-life-on-the-street
traktIds_changed,Homicide: Life on the Street,7,11,Bones of Contention,traktIds,,"{'imdb': 'tt0604348', 'plex': {'guid': '5d9c0fa9ec357c001f9c6280'}, 'tmdb': 311222, 'tvdb': 19707, 'trakt': 320088}",homicide-life-on-the-street
overview_changed,Homicide: Life on the Street,7,11,Bones of Contention,overview,,"A body buried for 6 - 20 years is uncovered at a construction site. Munch and Lewis begin the process of trying to solve this old crime. Falsone and Ballard's relationship has heated up, and that fact becomes apparent to their fellow detectives. Sheppard returns to work, but is discouraged when Gee assigns her to desk duty. Gharty tells Billie Lou that he'll attend her bass-playing concert. Munch & Lewis with help from the ME and MGee, identify the body and then begin to piece together what happened to her. Gee lays down the law to Ballard & Falsone: they have to knock it off if they want to stay working on the same shift; they agree.",homicide-life-on-the-street
traktFirstAired_changed,Homicide: Life on the Street,7,11,Bones of Contention,traktFirstAired,,1999-01-16T03:00:00.000Z,homicide-life-on-the-street
traktSlug_changed,Homicide: Life on the Street,7,12,The Same Coin,traktSlug,,homicide-life-on-the-street,homicide-life-on-the-street
traktIds_changed,Homicide: Life on the Street,7,12,The Same Coin,traktIds,,"{'imdb': 'tt0604434', 'plex': {'guid': '5d9c0faa1cae62001f7684aa'}, 'tmdb': 311223, 'tvdb': 19708, 'trakt': 320089}",homicide-life-on-the-street
overview_changed,Homicide: Life on the Street,7,12,The Same Coin,overview,,"Gharty has a Vietnam flashback. Sheppard is placed back into rotation. Lewis asks Falsone to switch cases, as Lewis is still unsure about Sheppard's ability to be back on the street in the part of town where their call lies. Munch and MGee work a case where the victim was hit and run. One of the victim's possessions is a knife that has some meaning for Gharty, who later is able to recognize the tattoo found on the victim. Sheppard confronts Lewis about the case switch. She and Stivers talk more... after Stivers, working with Falsone, sees him """"go off"""" on a potential witness... Munch and MGee find their hit and run vehicle, a rental SUV, whose renter claims to know nothing of the incident and says he had filed a stolen-vehicle report. Munch pulls the victim's DOD file and---for good measure---Gharty's! Munch, begins to spread doubts with the other detectives about Gharty's Vietnam experience, because the file tells him that Gharty had a less than honorable discharge. A kid, who had stol",homicide-life-on-the-street
traktFirstAired_changed,Homicide: Life on the Street,7,12,The Same Coin,traktFirstAired,,1999-01-30T03:00:00.000Z,homicide-life-on-the-street
traktSlug_changed,Homicide: Life on the Street,7,13,Homicide.com,traktSlug,,homicide-life-on-the-street,homicide-life-on-the-street
traktIds_changed,Homicide: Life on the Street,7,13,Homicide.com,traktIds,,"{'imdb': 'tt0604379', 'plex': {'guid': '5d9c0faa1cae62001f7684b0'}, 'tmdb': 311224, 'tvdb': 19709, 'trakt': 320090}",homicide-life-on-the-street
overview_changed,Homicide: Life on the Street,7,13,Homicide.com,overview,,"The Internet is stage for a ritual murder, which was staged -- which was staged, or was it? The body is found the following morning and Sheppard takes the call, her first since the beating. Since Lewis can't be found, she partners with Bayliss. Second shift detectives Bonaventura and Austin catch word of the day shift's case. It seems the victim in Sheppard's case was a witness they had interviewed the day before about an online murder hoax. The detectives are informed about another murder that is scheduled for midnight. It's a red ball. The detectives try to put the clues together, but come up with nothing and must wait until the netcast begins before they can trace the killer. The trace is successful, but when they arrive at the scene, the killer has left them a computer with the words """"Ha Ha Fooled You."""" Barnfather wants Bayliss reassigned as primary if something doesn't turn up soon. Sheppard goes online to flush out the killer. He advertises another murder will take place at www.i",homicide-life-on-the-street
traktFirstAired_changed,Homicide: Life on the Street,7,13,Homicide.com,traktFirstAired,,1999-02-06T03:00:00.000Z,homicide-life-on-the-street
traktSlug_changed,Homicide: Life on the Street,7,14,A Case of Do or Die,traktSlug,,homicide-life-on-the-street,homicide-life-on-the-street
traktIds_changed,Homicide: Life on the Street,7,14,A Case of Do or Die,traktIds,,"{'imdb': 'tt0604328', 'plex': {'guid': '5d9c0faa1cae62001f76849e'}, 'tmdb': 311225, 'tvdb': 19710, 'trakt': 320091}",homicide-life-on-the-street
overview_changed,Homicide: Life on the Street,7,14,A Case of Do or Die,overview,,"Ballard and Bayliss are called to the scene of the mysterious death of a woman, whose body is found at the bottom of a forty-foot cliff. This victim was to be married the following morning. The two detectives work to determine whether the death was accidental or intentional (via murder or suicide). Meanwhile Sheppard and MGee begin investigating the death of a movie patron, whose body was discovered after the show ended and the theater cleared out. MGee mentions to Sheppard that his sister is about to have a baby, which means Gee is about to become a grandfather. Their investigation reveals that the movie patron was regularly loud and obnoxious and thus bad for business. When an overdose of a sedative is found in his bloodstream, the detectives question the theater owner, who was currently in litigation with the victim. Unfortunately for Ballard and Bayliss, their case remains unsolved.",homicide-life-on-the-street
traktFirstAired_changed,Homicide: Life on the Street,7,14,A Case of Do or Die,traktFirstAired,,1999-02-13T03:00:00.000Z,homicide-life-on-the-street
title_changed,Homicide: Life on the Street,7,15,Sideshow (II),title,Sideshow,Sideshow (II),homicide-life-on-the-street
traktSlug_changed,Homicide: Life on the Street,7,15,Sideshow (II),traktSlug,,homicide-life-on-the-street,homicide-life-on-the-street
traktIds_changed,Homicide: Life on the Street,7,15,Sideshow (II),traktIds,,"{'imdb': 'tt0604414', 'plex': {'guid': '5d9c0faa1cae62001f7684a7'}, 'tmdb': 311226, 'tvdb': 19711, 'trakt': 320092}",homicide-life-on-the-street
overview_changed,Homicide: Life on the Street,7,15,Sideshow (II),overview,,"Danvers brings news of his appointment to the District Court bench as the investigation of a government official named Janine McBride continues in New York. Their prime suspect Chesley Purcell is dead and her shooter is in the hands of the Feds. The Baltimore detectives investigate the background of Chesley Purcell and it turns up the name of a man in prison who still appears to be running his organization.

This crossover starts on Law and Order S09E14 Sideshow (I).",homicide-life-on-the-street
traktFirstAired_changed,Homicide: Life on the Street,7,15,Sideshow (II),traktFirstAired,,1999-02-20T03:00:00.000Z,homicide-life-on-the-street
traktSlug_changed,Homicide: Life on the Street,7,16,Truth Will Out,traktSlug,,homicide-life-on-the-street,homicide-life-on-the-street
traktIds_changed,Homicide: Life on the Street,7,16,Truth Will Out,traktIds,,"{'imdb': 'tt0604442', 'plex': {'guid': '5d9c0faa1cae62001f768498'}, 'tmdb': 311227, 'tvdb': 19712, 'trakt': 320093}",homicide-life-on-the-street
overview_changed,Homicide: Life on the Street,7,16,Truth Will Out,overview,,"A woman comes looking for Falsone, knowing that he solved a real old case, wants him to look into a case for her from 1972. Her parents told her that she was responsible for her younger brother's death. Despite being three years old at the time, the woman has doubts about her parents' story. So Falsone and Stivers reopen this case, which was closed by Gee when he was a new detective. The reopening of the case makes Gee think that he may not have been totally focused on the case at the time. Their investigation reveals the woman's mother used her as a scapegoat for the mother's crime. Bayliss and Ballard's case involves a body that was shot, but the victim was already dead from a drug overdose. The male sergeant at the scene piques Bayliss's interest, so they get together for drinks. Their relationship doesn't develop, because word is spreading about Bayliss being the owner of the """"In Plain Site"""" web site. Bayliss begins feeling pressure about his being different and considers celibacy.",homicide-life-on-the-street
traktFirstAired_changed,Homicide: Life on the Street,7,16,Truth Will Out,traktFirstAired,,1999-03-27T03:00:00.000Z,homicide-life-on-the-street
traktSlug_changed,Homicide: Life on the Street,7,17,Zen and the Art of Murder,traktSlug,,homicide-life-on-the-street,homicide-life-on-the-street
traktIds_changed,Homicide: Life on the Street,7,17,Zen and the Art of Murder,traktIds,,"{'imdb': 'tt0604449', 'plex': {'guid': '5d9c0fa92192ba001f3600d2'}, 'tmdb': 311228, 'tvdb': 19713, 'trakt': 320094}",homicide-life-on-the-street
overview_changed,Homicide: Life on the Street,7,17,Zen and the Art of Murder,overview,,"Lewis and Munch begin to investigate the death of a Buddhist monk beaten to death. Lewis isn't interested in working the case with Bayliss, whom he feels, may become too emotionally involved. Ballard and Falsone agree to call their relationship quits. Ballard and Gharty's case involves a man who was shot down in the street; the three witnesses that saw the shooter all have different recollections of his appearance. As a result, their prime suspect cannot be charged. Gee asks for Bayliss's assistance in the Buddhist murder and to Lewis's dismay, Munch abdicates his position in the investigation to Bayliss. Lewis and Bayliss take different approaches to the investigation. Bayliss's approach leads him to the man who committed the crime, but cornering his suspect leads to a showdown with guns and Bayliss fires a fatal shot. Later Bayliss tries to reconcile the shooting with his own feelings about being a Buddhist and being a cop.",homicide-life-on-the-street
traktFirstAired_changed,Homicide: Life on the Street,7,17,Zen and the Art of Murder,traktFirstAired,,1999-04-03T03:00:00.000Z,homicide-life-on-the-street
traktSlug_changed,Homicide: Life on the Street,7,18,Self Defense,traktSlug,,homicide-life-on-the-street,homicide-life-on-the-street
traktIds_changed,Homicide: Life on the Street,7,18,Self Defense,traktIds,,"{'imdb': 'tt0604411', 'plex': {'guid': '5d9c0faa1cae62001f7684a4'}, 'tmdb': 311229, 'tvdb': 19714, 'trakt': 320095}",homicide-life-on-the-street
overview_changed,Homicide: Life on the Street,7,18,Self Defense,overview,,"In Stivers and Falsone's case, a man is found shot dead in his bed, with no signs of a struggle. Gee lobbies Barnfather to find a way to get them the ability to have some control over their FBI liaison, so they don't experience the same problems they had with the Janine McBride case. Barnfather lets Gee know that there is Captain's position opening up and he should be inline for it with no catches. Lewis lets Ballard accompany him on a bar stabbing, when she accuses him of being afraid to work with a female, since the incident with Sheppard. While she does get to help him with the initial investigation, Lewis manages to work the rest of the case on his own, leaving her to handle the details. Meanwhile, Ballard's usual partner Gharty spends a """"mental health day"""" at the Waterfront Bar, drinking and proposing to Billie Lou. Stivers and Falsone discover their victim had a bad breakup with his ex-wife Eleanor Burke, and she admits to committing the crime; however, as an assistant US attorne",homicide-life-on-the-street
traktFirstAired_changed,Homicide: Life on the Street,7,18,Self Defense,traktFirstAired,,1999-04-10T02:00:00.000Z,homicide-life-on-the-street
missing_episode_added,Homicide: Life on the Street,7,19,Identity Crisis,row,,Homicide: Life on the Street|7|19|trakt-1836,homicide-life-on-the-street
missing_episode_added,Homicide: Life on the Street,7,20,Lines of Fire,row,,Homicide: Life on the Street|7|20|trakt-1837,homicide-life-on-the-street
missing_episode_added,Homicide: Life on the Street,7,21,The Why Chromosome,row,,Homicide: Life on the Street|7|21|trakt-1838,homicide-life-on-the-street
traktSlug_changed,Homicide: Life on the Street,7,22,Forgive Us Our Trespasses,traktSlug,,homicide-life-on-the-street,homicide-life-on-the-street
traktIds_changed,Homicide: Life on the Street,7,22,Forgive Us Our Trespasses,traktIds,,"{'imdb': 'tt0604371', 'plex': {'guid': '5d9c0fa908fddd001f2f4d27'}, 'tmdb': 311233, 'tvdb': 387945, 'trakt': 320099}",homicide-life-on-the-street
overview_changed,Homicide: Life on the Street,7,22,Forgive Us Our Trespasses,overview,,"Sheppard and Bayliss await the trial of Luke Ryland, the Internet killer. A number of delays keep the hearing from being held; the last time it is because Danvers can't make it due to being held up in another trial. Because of a technicality in the law, Ryland is set free. Bayliss is outraged and winds up pushing Danvers, who later threatens to put Bayliss up on charges. Gee's daughter Teresa arrives, to help with the celebration of her father's promotion. Gee asks Bayliss to apologize to Danvers and Bayliss declines. Lewis and Falsone look into the murder of a drug addict whose husband looks like the most probable suspect. The victim's mother-in-law isn't very cooperative and her sister is a nun who thinks her brother-in-law is an architect. Gee worries about whether or not he will be able to perform in his new role as Captain of the property crimes division, later he turns down the promotion. Bayliss and Lewis have words about the way each other handle their memories of the past.",homicide-life-on-the-street
traktFirstAired_changed,Homicide: Life on the Street,7,22,Forgive Us Our Trespasses,traktFirstAired,,1999-05-22T02:00:00.000Z,homicide-life-on-the-street
title_changed,In Plain Sight,1,1,Pilot,title,,Pilot,in-plain-sight
traktSlug_changed,In Plain Sight,1,1,Pilot,traktSlug,,in-plain-sight,in-plain-sight
traktIds_changed,In Plain Sight,1,1,Pilot,traktIds,,"{'imdb': 'tt0759583', 'plex': {'guid': '5d9c0aea2df347001e3cb159'}, 'tmdb': 385450, 'tvdb': 369514, 'trakt': 393563}",in-plain-sight
overview_changed,In Plain Sight,1,1,Pilot,overview,,In the first episode we meet Mary Shannon a US Marshall for the Witness Protection Program. In this episode Mary tries to figure out what went wrong when a mobster's son who was under her protection is killed.,in-plain-sight
traktFirstAired_changed,In Plain Sight,1,1,Pilot,traktFirstAired,,2008-06-02T02:00:00.000Z,in-plain-sight
title_changed,In Plain Sight,1,2,Hoosier Daddy,title,,Hoosier Daddy,in-plain-sight
traktSlug_changed,In Plain Sight,1,2,Hoosier Daddy,traktSlug,,in-plain-sight,in-plain-sight
traktIds_changed,In Plain Sight,1,2,Hoosier Daddy,traktIds,,"{'imdb': 'tt1103560', 'plex': {'guid': '5d9c0aea2df347001e3cb14d'}, 'tmdb': 385449, 'tvdb': 369515, 'trakt': 393564}",in-plain-sight
overview_changed,In Plain Sight,1,2,Hoosier Daddy,overview,,Things get complicated when Mary takes on the case of Leo Billups. Leo saw his mother murdered and is going to testify against the people who killed her including his father.,in-plain-sight
traktFirstAired_changed,In Plain Sight,1,2,Hoosier Daddy,traktFirstAired,,2008-06-09T02:00:00.000Z,in-plain-sight
title_changed,In Plain Sight,1,3,Never the Bride,title,,Never the Bride,in-plain-sight
traktSlug_changed,In Plain Sight,1,3,Never the Bride,traktSlug,,in-plain-sight,in-plain-sight
traktIds_changed,In Plain Sight,1,3,Never the Bride,traktIds,,"{'imdb': 'tt1104390', 'plex': {'guid': '5d9c0aea2df347001e3cb149'}, 'tmdb': 385454, 'tvdb': 369516, 'trakt': 393565}",in-plain-sight
overview_changed,In Plain Sight,1,3,Never the Bride,overview,,"Mary's assignment this week is Treena Morris a con-artist who is married to a diamond smuggler. After she is arrested by the feds, she decides to tell all on her husband and his friends. While Mary is trying to keep her safe, Treena gets engaged and her photo is all over the papers.",in-plain-sight
traktFirstAired_changed,In Plain Sight,1,3,Never the Bride,traktFirstAired,,2008-06-16T02:00:00.000Z,in-plain-sight
title_changed,In Plain Sight,1,4,Trojan Horst,title,,Trojan Horst,in-plain-sight
traktSlug_changed,In Plain Sight,1,4,Trojan Horst,traktSlug,,in-plain-sight,in-plain-sight
traktIds_changed,In Plain Sight,1,4,Trojan Horst,traktIds,,"{'imdb': 'tt1104392', 'plex': {'guid': '5d9c0aea2192ba001f32b30d'}, 'tmdb': 385451, 'tvdb': 369517, 'trakt': 393566}",in-plain-sight
overview_changed,In Plain Sight,1,4,Trojan Horst,overview,,"Mary and Marshall take on a case involving Horst Vanderhoff, an agent for Lola, who's an assassin for hire. While trying to line up her next job, Horst is busted and agrees to testify against her to become a part of the Witness Protection Program.",in-plain-sight
traktFirstAired_changed,In Plain Sight,1,4,Trojan Horst,traktFirstAired,,2008-06-23T02:00:00.000Z,in-plain-sight
title_changed,In Plain Sight,1,5,Who Shot Jay Arnstein?,title,,Who Shot Jay Arnstein?,in-plain-sight
traktSlug_changed,In Plain Sight,1,5,Who Shot Jay Arnstein?,traktSlug,,in-plain-sight,in-plain-sight
traktIds_changed,In Plain Sight,1,5,Who Shot Jay Arnstein?,traktIds,,"{'imdb': 'tt1197844', 'plex': {'guid': '67e6578197207fbdab1f7c6d'}, 'tmdb': 385457, 'tvdb': 369518, 'trakt': 393567}",in-plain-sight
